order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,Hour,Minute,Day,Day_Of_Week,Month,Week,Year
7041011843,35705377,2024-02-06 00:46:00,06-02-2024 01:03,06-02-2024 01:03,On Time,1303.83,Card,79645,1765,0,46,Tuesday,1,2,1,2024
6510283268,67383024,2024-06-12 01:40:00,12-06-2024 01:57,12-06-2024 01:55,On Time,1452.76,Wallet,59772,2932,1,40,Wednesday,2,6,4,2024
6853654698,85198177,2023-08-06 11:20:00,06-08-2023 11:36,06-08-2023 11:41,On Time,2101.23,Card,57378,5281,11,20,Sunday,6,8,5,2023
9338996795,2219590,2024-01-09 18:21:00,09-01-2024 18:40,09-01-2024 18:38,On Time,951.43,Card,85003,8279,18,21,Tuesday,1,1,1,2024
7346145952,96629258,2024-03-12 19:24:00,12-03-2024 19:37,12-03-2024 19:33,On Time,264.89,Cash,32434,3556,19,24,Tuesday,1,3,2,2024
6497069610,52672659,2024-04-10 17:18:00,10-04-2024 17:32,10-04-2024 17:34,On Time,1416.18,Card,80825,3577,17,18,Wednesday,2,4,3,2024
1741402363,87200291,2024-06-12 11:13:00,12-06-2024 11:29,12-06-2024 11:31,On Time,1729.82,UPI,29182,4423,11,13,Wednesday,2,6,4,2024
4825878367,46717997,2024-10-07 14:04:00,07-10-2024 14:23,07-10-2024 14:23,On Time,4152.86,Card,96209,5643,14,4,Monday,0,10,6,2024
7019011442,41640262,2023-06-30 19:38:00,30-06-2023 19:54,30-06-2023 19:50,On Time,3612.65,Cash,15863,9125,19,38,Friday,4,6,4,2023
1674463798,52085702,2024-09-21 13:31:00,21-09-2024 13:43,21-09-2024 13:49,Slightly Delayed,3497.86,UPI,17663,7301,13,31,Saturday,5,9,6,2024
305684588,46876240,2024-08-25 19:41:00,25-08-2024 19:56,25-08-2024 20:12,Significantly Delayed,4199.86,UPI,70029,7499,19,41,Sunday,6,8,5,2024
5967495442,77086074,2024-07-18 15:25:00,18-07-2024 15:36,18-07-2024 15:47,Slightly Delayed,707.67,Card,7004,9906,15,25,Thursday,3,7,5,2024
2571047526,90665975,2023-06-19 00:18:00,19-06-2023 00:30,19-06-2023 00:25,On Time,651.93,UPI,45704,3902,0,18,Monday,0,6,4,2023
7784811086,53332493,2024-09-07 06:11:00,07-09-2024 06:26,07-09-2024 06:50,Significantly Delayed,2387.27,UPI,83254,654,6,11,Saturday,5,9,6,2024
7942005230,78614729,2023-03-25 08:20:00,25-03-2023 08:31,25-03-2023 08:41,Slightly Delayed,281.73,Wallet,44185,8679,8,20,Saturday,5,3,2,2023
6653543195,95334407,2023-09-15 14:53:00,15-09-2023 15:09,15-09-2023 15:20,Slightly Delayed,1617.62,Wallet,68173,2292,14,53,Friday,4,9,6,2023
397928918,71902700,2024-09-14 03:54:00,14-09-2024 04:13,14-09-2024 04:28,Slightly Delayed,797.99,Card,80520,3293,3,54,Saturday,5,9,6,2024
776120140,25128143,2023-11-12 03:51:00,12-11-2023 04:03,12-11-2023 04:19,Significantly Delayed,430.41,Card,28491,7417,3,51,Sunday,6,11,7,2023
8293188779,28991365,2024-10-16 09:48:00,16-10-2024 10:08,16-10-2024 10:06,On Time,4286.09,UPI,71056,4650,9,48,Wednesday,2,10,6,2024
178737268,2164524,2023-06-18 19:52:00,18-06-2023 20:05,18-06-2023 20:04,On Time,726.41,UPI,66743,5088,19,52,Sunday,6,6,4,2023
5246598523,90665975,2023-11-22 16:46:00,22-11-2023 17:04,22-11-2023 17:30,Significantly Delayed,3057.36,Cash,67554,8891,16,46,Wednesday,2,11,7,2023
1172544737,30188374,2023-11-24 07:36:00,24-11-2023 07:46,24-11-2023 07:56,Slightly Delayed,1080.33,Cash,27338,2867,7,36,Friday,4,11,7,2023
6419533291,92404798,2023-07-28 05:02:00,28-07-2023 05:15,28-07-2023 05:17,On Time,2555.75,Wallet,32799,3296,5,2,Friday,4,7,5,2023
882083749,51833636,2023-06-18 12:52:00,18-06-2023 13:09,18-06-2023 13:13,On Time,1142.73,Cash,42317,5887,12,52,Sunday,6,6,4,2023
3185510401,43990799,2024-10-14 00:24:00,14-10-2024 00:36,14-10-2024 00:40,On Time,749.5,UPI,60744,8587,0,24,Monday,0,10,6,2024
7760767006,93018527,2023-08-19 12:04:00,19-08-2023 12:19,19-08-2023 12:14,On Time,1014.49,UPI,88497,8076,12,4,Saturday,5,8,5,2023
3833878150,644189,2024-06-23 18:54:00,23-06-2024 19:07,23-06-2024 19:33,Significantly Delayed,3376.0,Cash,27906,315,18,54,Sunday,6,6,4,2024
369899578,44198187,2023-08-19 14:17:00,19-08-2023 14:31,19-08-2023 14:32,On Time,2313.22,Cash,85235,7302,14,17,Saturday,5,8,5,2023
1944466212,70798876,2024-09-09 14:02:00,09-09-2024 14:21,09-09-2024 14:20,On Time,2523.57,UPI,77615,4024,14,2,Monday,0,9,6,2024
4064447117,6061349,2024-02-25 22:19:00,25-02-2024 22:34,25-02-2024 22:53,Significantly Delayed,2534.24,Cash,36940,394,22,19,Sunday,6,2,2,2024
1553685597,22822088,2024-10-28 00:27:00,28-10-2024 00:43,28-10-2024 01:13,Significantly Delayed,2962.71,Card,246,3414,0,27,Monday,0,10,7,2024
3682284811,96009692,2024-07-18 20:57:00,18-07-2024 21:13,18-07-2024 21:10,On Time,4471.32,UPI,10177,6603,20,57,Thursday,3,7,5,2024
291439357,62679120,2023-04-11 02:13:00,11-04-2023 02:30,11-04-2023 02:33,On Time,2008.62,UPI,8626,5860,2,13,Tuesday,1,4,3,2023
8285784194,17390673,2024-09-30 15:47:00,30-09-2024 15:57,30-09-2024 15:59,On Time,1107.52,UPI,72635,9982,15,47,Monday,0,9,6,2024
5058742647,29562254,2024-09-17 23:35:00,17-09-2024 23:51,17-09-2024 23:55,On Time,1943.59,UPI,25730,579,23,35,Tuesday,1,9,6,2024
6917020296,34655710,2024-07-10 21:48:00,10-07-2024 22:00,10-07-2024 22:03,On Time,705.42,Card,41276,6483,21,48,Wednesday,2,7,4,2024
6671181961,50968312,2023-10-13 05:37:00,13-10-2023 05:49,13-10-2023 05:51,On Time,2732.0,Wallet,46269,5607,5,37,Friday,4,10,6,2023
5123439997,89886179,2024-02-15 18:57:00,15-02-2024 19:13,15-02-2024 19:15,On Time,1789.27,Cash,55720,2403,18,57,Thursday,3,2,1,2024
8510183245,3897936,2024-10-01 20:56:00,01-10-2024 21:07,01-10-2024 21:02,On Time,2914.71,Wallet,94891,466,20,56,Tuesday,1,10,6,2024
6081384585,94529626,2024-03-04 04:03:00,04-03-2024 04:19,04-03-2024 04:20,On Time,4519.77,Cash,96881,1823,4,3,Monday,0,3,2,2024
4423613746,98088303,2023-08-27 18:01:00,27-08-2023 18:11,27-08-2023 18:20,Slightly Delayed,4916.33,UPI,1185,1660,18,1,Sunday,6,8,5,2023
1530472691,82169898,2024-08-09 14:17:00,09-08-2024 14:35,09-08-2024 14:46,Slightly Delayed,3469.84,UPI,7489,7153,14,17,Friday,4,8,5,2024
7009303199,85519349,2024-02-25 10:37:00,25-02-2024 10:51,25-02-2024 10:59,Slightly Delayed,3223.07,UPI,72585,2783,10,37,Sunday,6,2,2,2024
5386652055,71252391,2024-04-16 15:24:00,16-04-2024 15:40,16-04-2024 15:47,Slightly Delayed,2799.46,Card,4038,2212,15,24,Tuesday,1,4,3,2024
4413239746,22915611,2023-04-10 07:24:00,10-04-2023 07:41,10-04-2023 07:54,Slightly Delayed,811.95,UPI,21923,7096,7,24,Monday,0,4,3,2023
4988875078,65514005,2023-07-23 15:48:00,23-07-2023 16:02,23-07-2023 16:16,Slightly Delayed,3485.65,UPI,3617,7938,15,48,Sunday,6,7,5,2023
1617565217,43518622,2024-06-01 12:51:00,01-06-2024 13:03,01-06-2024 13:02,On Time,2865.04,UPI,5577,4961,12,51,Saturday,5,6,4,2024
392038758,24144240,2024-07-23 18:36:00,23-07-2024 18:50,23-07-2024 18:58,Slightly Delayed,3639.23,Card,62825,9624,18,36,Tuesday,1,7,5,2024
1828727552,12455156,2024-03-26 14:32:00,26-03-2024 14:51,26-03-2024 14:54,On Time,2106.13,Cash,92001,3243,14,32,Tuesday,1,3,2,2024
7119397338,25850478,2024-10-28 22:53:00,28-10-2024 23:10,28-10-2024 23:13,On Time,874.78,Cash,39725,6526,22,53,Monday,0,10,7,2024
2611271708,11446157,2024-04-26 05:34:00,26-04-2024 05:44,26-04-2024 05:47,On Time,1171.77,Card,54792,3166,5,34,Friday,4,4,3,2024
7162509481,1174162,2024-10-17 00:59:00,17-10-2024 01:11,17-10-2024 01:06,On Time,1157.52,Wallet,20373,6948,0,59,Thursday,3,10,6,2024
131913576,48228547,2023-10-17 03:00:00,17-10-2023 03:10,17-10-2023 03:12,On Time,2136.82,Wallet,27197,3581,3,0,Tuesday,1,10,6,2023
6627201490,28991365,2023-12-10 14:55:00,10-12-2023 15:06,10-12-2023 15:17,Slightly Delayed,1393.12,Cash,31046,8796,14,55,Sunday,6,12,7,2023
4644950813,81655250,2023-08-21 09:02:00,21-08-2023 09:22,21-08-2023 09:27,On Time,2392.8,Card,2614,3353,9,2,Monday,0,8,5,2023
9434934993,92027021,2024-08-09 07:08:00,09-08-2024 07:26,09-08-2024 07:39,Slightly Delayed,698.38,Cash,95990,5431,7,8,Friday,4,8,5,2024
2556317798,29562072,2023-09-14 03:54:00,14-09-2023 04:05,14-09-2023 04:03,On Time,1675.35,Cash,76160,8303,3,54,Thursday,3,9,6,2023
2826150539,24456825,2023-11-05 10:24:00,05-11-2023 10:42,05-11-2023 10:47,On Time,2121.58,Card,19554,6711,10,24,Sunday,6,11,7,2023
4283803308,4543215,2023-12-08 04:15:00,08-12-2023 04:28,08-12-2023 04:32,On Time,2653.37,UPI,29754,7787,4,15,Friday,4,12,7,2023
6873424093,35705377,2024-02-10 23:18:00,10-02-2024 23:28,10-02-2024 23:29,On Time,2891.16,UPI,61533,4281,23,18,Saturday,5,2,1,2024
4741294126,66354642,2024-09-05 08:27:00,05-09-2024 08:37,05-09-2024 08:38,On Time,2218.23,Cash,84476,5064,8,27,Thursday,3,9,6,2024
4967241271,45708879,2023-05-03 22:35:00,03-05-2023 22:55,03-05-2023 22:56,On Time,641.98,Wallet,73253,6076,22,35,Wednesday,2,5,3,2023
9554079946,69516494,2023-12-23 09:57:00,23-12-2023 10:10,23-12-2023 10:10,On Time,3528.74,Wallet,90188,8757,9,57,Saturday,5,12,8,2023
4601205399,97111069,2023-07-14 20:15:00,14-07-2023 20:34,14-07-2023 20:39,On Time,3250.65,Wallet,36629,2051,20,15,Friday,4,7,4,2023
5633967304,72605638,2024-01-30 19:14:00,30-01-2024 19:33,30-01-2024 19:48,Slightly Delayed,2009.59,Cash,93942,619,19,14,Tuesday,1,1,1,2024
4168163237,47503133,2023-07-06 00:28:00,06-07-2023 00:44,06-07-2023 00:56,Slightly Delayed,1178.88,Wallet,32090,7103,0,28,Thursday,3,7,4,2023
5924297360,59197894,2024-09-09 21:59:00,09-09-2024 22:12,09-09-2024 22:27,Slightly Delayed,723.44,Wallet,50579,235,21,59,Monday,0,9,6,2024
2120299901,28499191,2024-06-12 09:32:00,12-06-2024 09:45,12-06-2024 09:41,On Time,1204.42,Card,35726,5282,9,32,Wednesday,2,6,4,2024
1070876534,59329145,2024-02-21 19:01:00,21-02-2024 19:12,21-02-2024 19:08,On Time,4573.95,Cash,14388,7142,19,1,Wednesday,2,2,2,2024
7032280048,18567760,2023-09-15 22:21:00,15-09-2023 22:32,15-09-2023 22:35,On Time,1403.74,UPI,41473,9632,22,21,Friday,4,9,6,2023
156346853,57331847,2023-03-30 09:00:00,30-03-2023 09:13,30-03-2023 09:28,Slightly Delayed,1506.38,Card,16610,5266,9,0,Thursday,3,3,2,2023
6873267326,45546750,2024-02-10 07:52:00,10-02-2024 08:03,10-02-2024 08:11,Slightly Delayed,2229.88,Cash,63685,9190,7,52,Saturday,5,2,1,2024
1370661468,64795608,2023-09-27 02:02:00,27-09-2023 02:20,27-09-2023 02:24,On Time,957.45,Wallet,83004,9329,2,2,Wednesday,2,9,6,2023
3612128358,8513589,2024-04-24 23:13:00,24-04-2024 23:29,24-04-2024 23:28,On Time,1654.11,UPI,63526,4147,23,13,Wednesday,2,4,3,2024
1736953222,86704661,2024-02-18 14:00:00,18-02-2024 14:11,18-02-2024 14:21,Slightly Delayed,3889.08,Wallet,46700,865,14,0,Sunday,6,2,1,2024
9107923488,85354059,2023-11-20 04:53:00,20-11-2023 05:07,20-11-2023 05:11,On Time,2768.96,Wallet,22157,129,4,53,Monday,0,11,7,2023
4378877600,46989310,2023-11-27 11:09:00,27-11-2023 11:29,27-11-2023 11:43,Slightly Delayed,1365.37,Wallet,31527,8602,11,9,Monday,0,11,7,2023
3232762361,22613559,2023-07-24 15:36:00,24-07-2023 15:47,24-07-2023 15:45,On Time,2843.52,Wallet,89153,6335,15,36,Monday,0,7,5,2023
1831641377,76971644,2024-03-19 04:14:00,19-03-2024 04:29,19-03-2024 04:39,Slightly Delayed,3402.24,Cash,48691,8563,4,14,Tuesday,1,3,2,2024
562428866,57833505,2023-04-17 19:29:00,17-04-2023 19:46,17-04-2023 20:00,Slightly Delayed,896.97,Card,47688,5415,19,29,Monday,0,4,3,2023
4607715908,59095971,2024-08-24 22:51:00,24-08-2024 23:03,24-08-2024 23:10,Slightly Delayed,4650.66,UPI,22498,8376,22,51,Saturday,5,8,5,2024
4804575203,53974737,2023-05-23 21:43:00,23-05-2023 21:56,23-05-2023 22:19,Significantly Delayed,1762.54,Wallet,32008,7722,21,43,Tuesday,1,5,3,2023
8287234948,47939657,2024-10-07 07:48:00,07-10-2024 08:01,07-10-2024 08:04,On Time,1856.75,UPI,4824,1362,7,48,Monday,0,10,6,2024
6074452586,78806824,2023-09-01 08:30:00,01-09-2023 08:46,01-09-2023 08:50,On Time,81.35,Cash,11946,5358,8,30,Friday,4,9,5,2023
6821790656,66710182,2024-08-03 13:10:00,03-08-2024 13:22,03-08-2024 13:23,On Time,2094.62,Wallet,64612,3938,13,10,Saturday,5,8,5,2024
7821942520,84468124,2024-02-12 23:57:00,13-02-2024 00:12,13-02-2024 00:13,On Time,2732.91,Wallet,11136,5805,23,57,Monday,0,2,1,2024
3012496270,27604184,2023-04-06 03:45:00,06-04-2023 04:04,06-04-2023 04:04,On Time,2270.44,UPI,96443,6783,3,45,Thursday,3,4,2,2023
8980370750,76971644,2023-09-15 14:47:00,15-09-2023 15:04,15-09-2023 15:05,On Time,901.58,Card,29273,5440,14,47,Friday,4,9,6,2023
6535672015,4758426,2023-05-05 08:41:00,05-05-2023 08:55,05-05-2023 09:00,On Time,2685.35,UPI,91217,8612,8,41,Friday,4,5,3,2023
6999060704,15534747,2023-04-28 15:55:00,28-04-2023 16:11,28-04-2023 16:18,Slightly Delayed,672.73,Wallet,29169,7616,15,55,Friday,4,4,3,2023
9403732731,73393269,2024-05-26 15:50:00,26-05-2024 16:03,26-05-2024 16:07,On Time,2995.55,Cash,97526,9483,15,50,Sunday,6,5,3,2024
5649255352,84119685,2024-10-30 23:39:00,30-10-2024 23:50,30-10-2024 23:52,On Time,3938.48,Cash,42987,1418,23,39,Wednesday,2,10,7,2024
5034409841,46629917,2023-08-15 03:17:00,15-08-2023 03:32,15-08-2023 03:50,Significantly Delayed,2746.95,Wallet,71481,7048,3,17,Tuesday,1,8,5,2023
9072111617,49985597,2024-09-15 22:20:00,15-09-2024 22:30,15-09-2024 22:27,On Time,2799.39,UPI,7933,8322,22,20,Sunday,6,9,6,2024
9556880451,48778633,2023-10-08 11:26:00,08-10-2023 11:39,08-10-2023 11:34,On Time,4818.86,Card,26471,6502,11,26,Sunday,6,10,6,2023
4602796463,22047134,2024-09-12 05:20:00,12-09-2024 05:39,12-09-2024 05:44,On Time,2500.69,UPI,15486,8616,5,20,Thursday,3,9,6,2024
6061353924,49241309,2024-03-03 22:15:00,03-03-2024 22:26,03-03-2024 22:23,On Time,1424.69,Wallet,5451,5328,22,15,Sunday,6,3,2,2024
4366519080,63339001,2023-05-29 17:54:00,29-05-2023 18:10,29-05-2023 18:06,On Time,2771.3,Cash,71938,2822,17,54,Monday,0,5,4,2023
1324817141,71694275,2023-08-17 22:02:00,17-08-2023 22:14,17-08-2023 22:12,On Time,5053.37,Card,88990,7839,22,2,Thursday,3,8,5,2023
5419080144,55404382,2024-11-01 16:44:00,01-11-2024 16:59,01-11-2024 16:54,On Time,2197.72,Cash,87381,7631,16,44,Friday,4,11,7,2024
8813470284,57537308,2024-01-04 05:16:00,04-01-2024 05:35,04-01-2024 05:30,On Time,1665.1,Card,39091,7291,5,16,Thursday,3,1,1,2024
3182992799,81906973,2023-10-18 13:55:00,18-10-2023 14:12,18-10-2023 14:25,Slightly Delayed,4329.87,Cash,26718,707,13,55,Wednesday,2,10,6,2023
7792996715,22081691,2024-01-03 15:04:00,03-01-2024 15:14,03-01-2024 15:09,On Time,949.2,Card,57039,1556,15,4,Wednesday,2,1,1,2024
6962624734,88866835,2023-04-27 08:57:00,27-04-2023 09:12,27-04-2023 09:17,On Time,3579.41,Wallet,32296,3730,8,57,Thursday,3,4,3,2023
5948662456,35988028,2023-06-29 18:25:00,29-06-2023 18:45,29-06-2023 18:47,On Time,4187.66,Card,39614,4341,18,25,Thursday,3,6,4,2023
3395675979,88202341,2023-06-10 15:59:00,10-06-2023 16:10,10-06-2023 16:07,On Time,2930.34,Cash,8303,4842,15,59,Saturday,5,6,4,2023
7550368787,51592174,2023-12-30 17:50:00,30-12-2023 18:05,30-12-2023 18:17,Slightly Delayed,5268.01,Cash,25992,6776,17,50,Saturday,5,12,8,2023
8357671697,97388817,2024-04-14 00:42:00,14-04-2024 00:56,14-04-2024 00:55,On Time,39.65,Wallet,16324,7960,0,42,Sunday,6,4,3,2024
9600704922,90372221,2023-11-13 12:31:00,13-11-2023 12:51,13-11-2023 12:50,On Time,2378.52,Cash,40938,7419,12,31,Monday,0,11,7,2023
9915229426,12832151,2024-02-03 02:47:00,03-02-2024 02:57,03-02-2024 02:57,On Time,37.8,Cash,7428,9437,2,47,Saturday,5,2,1,2024
9927474026,94137242,2023-03-28 04:07:00,28-03-2023 04:20,28-03-2023 04:33,Slightly Delayed,530.85,Cash,85439,2201,4,7,Tuesday,1,3,2,2023
6310535397,21461764,2023-05-26 17:46:00,26-05-2023 18:03,26-05-2023 18:03,On Time,5015.88,Card,8620,724,17,46,Friday,4,5,3,2023
8045941430,67829645,2023-05-24 15:07:00,24-05-2023 15:22,24-05-2023 15:22,On Time,2667.64,Wallet,43620,4497,15,7,Wednesday,2,5,3,2023
4390394582,49795571,2024-11-02 11:28:00,02-11-2024 11:38,02-11-2024 11:38,On Time,1170.39,Cash,97518,9251,11,28,Saturday,5,11,7,2024
5062545226,84275450,2023-11-28 04:16:00,28-11-2023 04:36,28-11-2023 04:33,On Time,2945.03,Wallet,54305,5297,4,16,Tuesday,1,11,7,2023
2836701831,62323608,2024-06-13 14:15:00,13-06-2024 14:27,13-06-2024 14:31,On Time,354.52,Card,84057,5443,14,15,Thursday,3,6,4,2024
4115492281,32540616,2024-01-07 01:31:00,07-01-2024 01:51,07-01-2024 01:52,On Time,4248.74,Wallet,99505,3859,1,31,Sunday,6,1,1,2024
3554645781,26227445,2024-04-25 14:58:00,25-04-2024 15:15,25-04-2024 15:24,Slightly Delayed,2108.47,Card,64263,2659,14,58,Thursday,3,4,3,2024
3983605701,19067680,2024-01-27 12:28:00,27-01-2024 12:43,27-01-2024 12:52,Slightly Delayed,3627.25,Card,58335,6323,12,28,Saturday,5,1,1,2024
8581516385,8241122,2023-12-14 19:30:00,14-12-2023 19:49,14-12-2023 19:49,On Time,681.54,Card,29947,5072,19,30,Thursday,3,12,8,2023
8290229112,88923048,2024-03-09 05:06:00,09-03-2024 05:19,09-03-2024 05:16,On Time,517.77,Wallet,29611,3964,5,6,Saturday,5,3,2,2024
1195560119,83039559,2023-04-03 17:20:00,03-04-2023 17:33,03-04-2023 17:36,On Time,552.2,Cash,6698,4616,17,20,Monday,0,4,2,2023
5077327994,243838,2023-08-01 20:07:00,01-08-2023 20:26,01-08-2023 20:23,On Time,2694.01,Card,93285,7335,20,7,Tuesday,1,8,5,2023
2945185661,81102955,2023-07-09 12:02:00,09-07-2023 12:20,09-07-2023 12:18,On Time,374.68,Card,6710,1453,12,2,Sunday,6,7,4,2023
3951005873,52085702,2024-10-03 15:03:00,03-10-2024 15:14,03-10-2024 15:09,On Time,832.06,Wallet,73170,3311,15,3,Thursday,3,10,6,2024
3490816523,25128143,2024-01-27 20:17:00,27-01-2024 20:28,27-01-2024 20:43,Slightly Delayed,4284.99,Card,16914,6186,20,17,Saturday,5,1,1,2024
6739114301,51544662,2023-03-26 18:06:00,26-03-2023 18:26,26-03-2023 18:28,On Time,671.55,UPI,10714,2641,18,6,Sunday,6,3,2,2023
5728818155,31000129,2023-11-03 00:57:00,03-11-2023 01:10,03-11-2023 01:18,Slightly Delayed,2215.55,Cash,40143,1826,0,57,Friday,4,11,7,2023
7713651693,8351747,2023-08-07 01:57:00,07-08-2023 02:11,07-08-2023 02:16,On Time,422.87,Wallet,17257,1825,1,57,Monday,0,8,5,2023
5452048621,22483684,2024-10-22 15:15:00,22-10-2024 15:28,22-10-2024 15:43,Slightly Delayed,947.95,Wallet,51769,8316,15,15,Tuesday,1,10,7,2024
2297027645,36578947,2024-04-17 20:56:00,17-04-2024 21:16,17-04-2024 21:11,On Time,2036.46,Card,67885,6118,20,56,Wednesday,2,4,3,2024
2438302298,77862447,2023-04-24 00:00:00,24-04-2023 00:18,24-04-2023 00:33,Slightly Delayed,1175.49,Cash,96633,9218,0,0,Monday,0,4,3,2023
578811216,75739462,2024-06-18 10:23:00,18-06-2024 10:37,18-06-2024 10:55,Significantly Delayed,1980.99,Wallet,5169,9220,10,23,Tuesday,1,6,4,2024
8684710720,74172010,2023-09-12 02:25:00,12-09-2023 02:37,12-09-2023 02:36,On Time,1644.14,Cash,45070,5285,2,25,Tuesday,1,9,6,2023
1249797614,54797119,2024-06-27 18:33:00,27-06-2024 18:43,27-06-2024 18:44,On Time,2735.5,Card,18282,4020,18,33,Thursday,3,6,4,2024
8013026217,52337289,2023-03-21 12:31:00,21-03-2023 12:41,21-03-2023 12:41,On Time,2368.0,Cash,53586,2524,12,31,Tuesday,1,3,2,2023
5421697986,95971469,2023-05-26 02:27:00,26-05-2023 02:45,26-05-2023 02:49,On Time,3487.72,Wallet,87496,8132,2,27,Friday,4,5,3,2023
8922741261,22133362,2024-08-11 00:35:00,11-08-2024 00:53,11-08-2024 00:54,On Time,2993.51,Cash,48378,3160,0,35,Sunday,6,8,5,2024
3441102335,12077371,2023-11-04 00:26:00,04-11-2023 00:39,04-11-2023 00:39,On Time,1197.76,Wallet,47299,422,0,26,Saturday,5,11,7,2023
6065607924,91868185,2024-05-08 08:15:00,08-05-2024 08:33,08-05-2024 08:32,On Time,965.88,UPI,13007,6894,8,15,Wednesday,2,5,3,2024
5153395650,94033330,2023-03-23 15:24:00,23-03-2023 15:34,23-03-2023 15:38,On Time,1099.91,Card,19704,3067,15,24,Thursday,3,3,2,2023
2215235447,88215615,2024-09-16 17:11:00,16-09-2024 17:25,16-09-2024 17:21,On Time,163.03,Card,26672,4283,17,11,Monday,0,9,6,2024
5678676134,76917159,2024-09-21 15:30:00,21-09-2024 15:50,21-09-2024 15:46,On Time,1292.08,Card,90181,8198,15,30,Saturday,5,9,6,2024
5045588926,67092149,2023-07-04 16:03:00,04-07-2023 16:23,04-07-2023 16:24,On Time,2558.43,UPI,32917,4315,16,3,Tuesday,1,7,4,2023
1677502866,24644542,2024-01-18 08:32:00,18-01-2024 08:46,18-01-2024 08:43,On Time,83.18,UPI,1304,7141,8,32,Thursday,3,1,1,2024
4777610024,81808190,2024-05-25 03:32:00,25-05-2024 03:47,25-05-2024 03:57,Slightly Delayed,1801.32,Cash,34722,6498,3,32,Saturday,5,5,3,2024
477350788,3638834,2023-10-12 05:02:00,12-10-2023 05:18,12-10-2023 05:13,On Time,941.19,UPI,87,4511,5,2,Thursday,3,10,6,2023
4616699342,11446157,2023-04-16 07:19:00,16-04-2023 07:39,16-04-2023 07:35,On Time,277.2,Card,34959,6080,7,19,Sunday,6,4,3,2023
8849914077,32527479,2024-01-30 00:01:00,30-01-2024 00:18,30-01-2024 00:17,On Time,3890.81,Wallet,91680,7826,0,1,Tuesday,1,1,1,2024
9183435457,25722990,2024-10-21 23:54:00,22-10-2024 00:07,22-10-2024 00:03,On Time,2131.39,Card,11473,1285,23,54,Monday,0,10,7,2024
6922646336,92416428,2023-06-23 23:49:00,24-06-2023 00:02,24-06-2023 00:05,On Time,3777.74,Cash,26070,1172,23,49,Friday,4,6,4,2023
3228806806,70543108,2023-06-29 08:21:00,29-06-2023 08:31,29-06-2023 08:54,Significantly Delayed,1475.75,Wallet,4696,5166,8,21,Thursday,3,6,4,2023
4893095476,21409946,2024-10-04 21:08:00,04-10-2024 21:24,04-10-2024 21:36,Slightly Delayed,2376.4,Card,71356,1079,21,8,Friday,4,10,6,2024
7773468233,22210238,2023-10-05 08:15:00,05-10-2023 08:28,05-10-2023 08:30,On Time,2685.53,Wallet,3584,4796,8,15,Thursday,3,10,6,2023
5928657526,22076522,2023-10-14 12:34:00,14-10-2023 12:48,14-10-2023 12:49,On Time,2020.58,Card,91083,6758,12,34,Saturday,5,10,6,2023
4435936422,47206881,2023-12-01 19:44:00,01-12-2023 19:59,01-12-2023 19:58,On Time,1250.93,Wallet,84583,5011,19,44,Friday,4,12,7,2023
6031122324,28603182,2024-06-25 15:25:00,25-06-2024 15:38,25-06-2024 15:39,On Time,3472.94,UPI,85429,5583,15,25,Tuesday,1,6,4,2024
7286969496,75913572,2023-06-21 15:49:00,21-06-2023 16:03,21-06-2023 16:00,On Time,2193.54,Card,22044,5476,15,49,Wednesday,2,6,4,2023
4665508413,77035814,2023-11-02 01:31:00,02-11-2023 01:48,02-11-2023 01:48,On Time,2902.2,Cash,31212,9749,1,31,Thursday,3,11,7,2023
9224598372,50015282,2024-03-31 13:19:00,31-03-2024 13:32,31-03-2024 13:27,On Time,3973.73,UPI,432,6119,13,19,Sunday,6,3,2,2024
842020543,99231937,2024-08-14 11:06:00,14-08-2024 11:17,14-08-2024 11:21,On Time,1387.32,UPI,13649,9009,11,6,Wednesday,2,8,5,2024
7237143327,96253172,2023-06-09 20:54:00,09-06-2023 21:07,09-06-2023 21:07,On Time,1430.36,UPI,40577,2030,20,54,Friday,4,6,4,2023
5095141954,1469696,2023-08-05 08:19:00,05-08-2023 08:37,05-08-2023 08:32,On Time,3229.91,Card,66856,4053,8,19,Saturday,5,8,5,2023
6229535077,77869660,2024-04-01 05:57:00,01-04-2024 06:07,01-04-2024 06:04,On Time,2219.96,Cash,58180,2817,5,57,Monday,0,4,2,2024
2984879441,16379942,2024-04-22 07:45:00,22-04-2024 07:57,22-04-2024 08:01,On Time,736.92,Cash,87895,7081,7,45,Monday,0,4,3,2024
785895477,11389698,2023-03-19 18:55:00,19-03-2023 19:10,19-03-2023 19:38,Significantly Delayed,397.68,Wallet,94534,7016,18,55,Sunday,6,3,2,2023
6220343481,79895967,2023-06-02 23:01:00,02-06-2023 23:13,02-06-2023 23:17,On Time,3373.51,UPI,80069,6972,23,1,Friday,4,6,4,2023
5897343054,52815265,2023-03-21 04:16:00,21-03-2023 04:28,21-03-2023 04:50,Significantly Delayed,171.2,Card,2375,2232,4,16,Tuesday,1,3,2,2023
60465,15808945,2024-10-23 05:23:00,23-10-2024 05:34,23-10-2024 05:39,On Time,589.47,UPI,58998,3943,5,23,Wednesday,2,10,7,2024
